combinations,questions,avg_rating,quest_comb_id,model
"(32, 16, 11)",What can you do to improve your score in this coping?; What is the main threat to your wellbeing in happy?; How can you maintain a high wellbeing score in hopeful?,1,14,11
"(32, 16, 12)",What can you do to improve your score in this coping?; What is the main threat to your wellbeing in happy?; Who could best help you to maintain a high wellbeing score?,0,15,11
"(32, 17, 9)",What can you do to improve your score in this coping?; Why have you scored yourself so low in this happy?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,1,16,11
"(32, 17, 10)",What can you do to improve your score in this coping?; Why have you scored yourself so low in this happy?; How would you like me to help you maintain in hopeful?,3,17,11
"(32, 17, 11)",What can you do to improve your score in this coping?; Why have you scored yourself so low in this happy?; How can you maintain a high wellbeing score in hopeful?,3,18,11
"(32, 17, 12)",What can you do to improve your score in this coping?; Why have you scored yourself so low in this happy?; Who could best help you to maintain a high wellbeing score?,4,19,11
"(32, 18, 9)",What can you do to improve your score in this coping?; If you had a friend that rated them similar in happy what strategies would you recommend?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,3,20,11
"(32, 18, 10)",What can you do to improve your score in this coping?; If you had a friend that rated them similar in happy what strategies would you recommend?; How would you like me to help you maintain in hopeful?,1,21,11
"(32, 18, 11)",What can you do to improve your score in this coping?; If you had a friend that rated them similar in happy what strategies would you recommend?; How can you maintain a high wellbeing score in hopeful?,4,22,11
"(32, 18, 12)",What can you do to improve your score in this coping?; If you had a friend that rated them similar in happy what strategies would you recommend?; Who could best help you to maintain a high wellbeing score?,4,23,11
"(33, 13, 9)",Wha best could help you to improve in coping?; What ideas have you got on how to improve your wellbeing in happy?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,3,24,11
"(33, 13, 10)",Wha best could help you to improve in coping?; What ideas have you got on how to improve your wellbeing in happy?; How would you like me to help you maintain in hopeful?,3,25,11
"(33, 13, 11)",Wha best could help you to improve in coping?; What ideas have you got on how to improve your wellbeing in happy?; How can you maintain a high wellbeing score in hopeful?,0,26,11
"(33, 13, 12)",Wha best could help you to improve in coping?; What ideas have you got on how to improve your wellbeing in happy?; Who could best help you to maintain a high wellbeing score?,0,27,11
"(33, 14, 9)",Wha best could help you to improve in coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,1,28,11
"(33, 14, 10)",Wha best could help you to improve in coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; How would you like me to help you maintain in hopeful?,2,29,11
"(33, 14, 11)",Wha best could help you to improve in coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; How can you maintain a high wellbeing score in hopeful?,0,30,11
"(33, 14, 12)",Wha best could help you to improve in coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Who could best help you to maintain a high wellbeing score?,4,31,11
"(33, 15, 9)",Wha best could help you to improve in coping?; Is there anyone else we need to talk to about this problem?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,2,32,11
"(33, 15, 10)",Wha best could help you to improve in coping?; Is there anyone else we need to talk to about this problem?; How would you like me to help you maintain in hopeful?,3,33,11
"(33, 15, 11)",Wha best could help you to improve in coping?; Is there anyone else we need to talk to about this problem?; How can you maintain a high wellbeing score in hopeful?,1,34,11
"(33, 15, 12)",Wha best could help you to improve in coping?; Is there anyone else we need to talk to about this problem?; Who could best help you to maintain a high wellbeing score?,1,35,11
"(33, 16, 9)",Wha best could help you to improve in coping?; What is the main threat to your wellbeing in happy?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,0,36,11
"(33, 16, 10)",Wha best could help you to improve in coping?; What is the main threat to your wellbeing in happy?; How would you like me to help you maintain in hopeful?,3,37,11
"(33, 16, 11)",Wha best could help you to improve in coping?; What is the main threat to your wellbeing in happy?; How can you maintain a high wellbeing score in hopeful?,3,38,11
"(33, 16, 12)",Wha best could help you to improve in coping?; What is the main threat to your wellbeing in happy?; Who could best help you to maintain a high wellbeing score?,1,39,11
"(33, 17, 9)",Wha best could help you to improve in coping?; Why have you scored yourself so low in this happy?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,3,40,11
"(33, 17, 10)",Wha best could help you to improve in coping?; Why have you scored yourself so low in this happy?; How would you like me to help you maintain in hopeful?,0,41,11
"(33, 17, 11)",Wha best could help you to improve in coping?; Why have you scored yourself so low in this happy?; How can you maintain a high wellbeing score in hopeful?,1,42,11
"(33, 17, 12)",Wha best could help you to improve in coping?; Why have you scored yourself so low in this happy?; Who could best help you to maintain a high wellbeing score?,0,43,11
"(33, 18, 9)",Wha best could help you to improve in coping?; If you had a friend that rated them similar in happy what strategies would you recommend?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,3,44,11
"(33, 18, 10)",Wha best could help you to improve in coping?; If you had a friend that rated them similar in happy what strategies would you recommend?; How would you like me to help you maintain in hopeful?,1,45,11
"(33, 18, 11)",Wha best could help you to improve in coping?; If you had a friend that rated them similar in happy what strategies would you recommend?; How can you maintain a high wellbeing score in hopeful?,2,46,11
"(33, 18, 12)",Wha best could help you to improve in coping?; If you had a friend that rated them similar in happy what strategies would you recommend?; Who could best help you to maintain a high wellbeing score?,2,47,11
"(34, 13, 9)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What ideas have you got on how to improve your wellbeing in happy?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,2,48,11
"(34, 13, 10)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What ideas have you got on how to improve your wellbeing in happy?; How would you like me to help you maintain in hopeful?,1,49,11
"(34, 13, 11)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What ideas have you got on how to improve your wellbeing in happy?; How can you maintain a high wellbeing score in hopeful?,2,50,11
"(34, 13, 12)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What ideas have you got on how to improve your wellbeing in happy?; Who could best help you to maintain a high wellbeing score?,4,51,11
"(34, 14, 9)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,2,52,11
"(34, 14, 10)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; How would you like me to help you maintain in hopeful?,0,53,11
"(34, 14, 11)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; How can you maintain a high wellbeing score in hopeful?,0,54,11
"(34, 14, 12)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Who could best help you to maintain a high wellbeing score?,0,55,11
"(34, 15, 9)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Is there anyone else we need to talk to about this problem?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,0,56,11
"(34, 15, 10)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Is there anyone else we need to talk to about this problem?; How would you like me to help you maintain in hopeful?,0,57,11
"(34, 15, 11)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Is there anyone else we need to talk to about this problem?; How can you maintain a high wellbeing score in hopeful?,0,58,11
"(34, 15, 12)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Is there anyone else we need to talk to about this problem?; Who could best help you to maintain a high wellbeing score?,2,59,11
"(34, 16, 9)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What is the main threat to your wellbeing in happy?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,4,60,11
"(34, 16, 10)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What is the main threat to your wellbeing in happy?; How would you like me to help you maintain in hopeful?,4,61,11
"(34, 16, 11)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What is the main threat to your wellbeing in happy?; How can you maintain a high wellbeing score in hopeful?,3,62,11
"(34, 16, 12)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What is the main threat to your wellbeing in happy?; Who could best help you to maintain a high wellbeing score?,3,63,11
"(34, 17, 9)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Why have you scored yourself so low in this happy?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,1,64,11
"(34, 17, 10)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Why have you scored yourself so low in this happy?; How would you like me to help you maintain in hopeful?,4,65,11
"(34, 17, 11)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Why have you scored yourself so low in this happy?; How can you maintain a high wellbeing score in hopeful?,3,66,11
"(34, 17, 12)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Why have you scored yourself so low in this happy?; Who could best help you to maintain a high wellbeing score?,3,67,11
"(34, 18, 9)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; If you had a friend that rated them similar in happy what strategies would you recommend?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,3,68,11
"(34, 18, 10)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; If you had a friend that rated them similar in happy what strategies would you recommend?; How would you like me to help you maintain in hopeful?,4,69,11
"(34, 18, 11)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; If you had a friend that rated them similar in happy what strategies would you recommend?; How can you maintain a high wellbeing score in hopeful?,3,70,11
"(34, 18, 12)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; If you had a friend that rated them similar in happy what strategies would you recommend?; Who could best help you to maintain a high wellbeing score?,4,71,11
"(32, 19, 0)",What can you do to improve your score in this coping?; What can you do to improve your score in this happy?; What ideas have you got on how to improve your wellbeing in hopeful?,3,0,12
"(32, 19, 1)",What can you do to improve your score in this coping?; What can you do to improve your score in this happy?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,1,1,12
"(32, 19, 2)",What can you do to improve your score in this coping?; What can you do to improve your score in this happy?; Is there anyone else we need to talk to about this problem?,3,2,12
"(32, 19, 3)",What can you do to improve your score in this coping?; What can you do to improve your score in this happy?; What is the main threat to your wellbeing in hopeful?,1,3,12
"(32, 19, 4)",What can you do to improve your score in this coping?; What can you do to improve your score in this happy?; Why have you scored yourself so low in this hopeful?,1,4,12
"(32, 19, 5)",What can you do to improve your score in this coping?; What can you do to improve your score in this happy?; If you had a friend that rated them similar in hopeful what strategies would you recommend?,3,5,12
"(32, 20, 0)",What can you do to improve your score in this coping?; Wha best could help you to improve in happy?; What ideas have you got on how to improve your wellbeing in hopeful?,3,6,12
"(32, 20, 1)",What can you do to improve your score in this coping?; Wha best could help you to improve in happy?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,3,7,12
"(32, 20, 2)",What can you do to improve your score in this coping?; Wha best could help you to improve in happy?; Is there anyone else we need to talk to about this problem?,4,8,12
"(32, 20, 3)",What can you do to improve your score in this coping?; Wha best could help you to improve in happy?; What is the main threat to your wellbeing in hopeful?,1,9,12
"(32, 20, 4)",What can you do to improve your score in this coping?; Wha best could help you to improve in happy?; Why have you scored yourself so low in this hopeful?,4,10,12
"(32, 20, 5)",What can you do to improve your score in this coping?; Wha best could help you to improve in happy?; If you had a friend that rated them similar in hopeful what strategies would you recommend?,1,11,12
"(32, 21, 0)",What can you do to improve your score in this coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What ideas have you got on how to improve your wellbeing in hopeful?,2,12,12
"(32, 21, 1)",What can you do to improve your score in this coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,2,13,12
"(32, 21, 2)",What can you do to improve your score in this coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Is there anyone else we need to talk to about this problem?,1,14,12
"(32, 21, 3)",What can you do to improve your score in this coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What is the main threat to your wellbeing in hopeful?,0,15,12
"(32, 21, 4)",What can you do to improve your score in this coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Why have you scored yourself so low in this hopeful?,1,16,12
"(32, 21, 5)",What can you do to improve your score in this coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; If you had a friend that rated them similar in hopeful what strategies would you recommend?,3,17,12
"(33, 19, 0)",Wha best could help you to improve in coping?; What can you do to improve your score in this happy?; What ideas have you got on how to improve your wellbeing in hopeful?,3,18,12
"(33, 19, 1)",Wha best could help you to improve in coping?; What can you do to improve your score in this happy?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,4,19,12
"(33, 19, 2)",Wha best could help you to improve in coping?; What can you do to improve your score in this happy?; Is there anyone else we need to talk to about this problem?,3,20,12
"(33, 19, 3)",Wha best could help you to improve in coping?; What can you do to improve your score in this happy?; What is the main threat to your wellbeing in hopeful?,1,21,12
"(33, 19, 4)",Wha best could help you to improve in coping?; What can you do to improve your score in this happy?; Why have you scored yourself so low in this hopeful?,4,22,12
"(33, 19, 5)",Wha best could help you to improve in coping?; What can you do to improve your score in this happy?; If you had a friend that rated them similar in hopeful what strategies would you recommend?,4,23,12
"(33, 20, 0)",Wha best could help you to improve in coping?; Wha best could help you to improve in happy?; What ideas have you got on how to improve your wellbeing in hopeful?,3,24,12
"(33, 20, 1)",Wha best could help you to improve in coping?; Wha best could help you to improve in happy?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,3,25,12
"(33, 20, 2)",Wha best could help you to improve in coping?; Wha best could help you to improve in happy?; Is there anyone else we need to talk to about this problem?,0,26,12
"(33, 20, 3)",Wha best could help you to improve in coping?; Wha best could help you to improve in happy?; What is the main threat to your wellbeing in hopeful?,0,27,12
"(33, 20, 4)",Wha best could help you to improve in coping?; Wha best could help you to improve in happy?; Why have you scored yourself so low in this hopeful?,1,28,12
"(33, 20, 5)",Wha best could help you to improve in coping?; Wha best could help you to improve in happy?; If you had a friend that rated them similar in hopeful what strategies would you recommend?,2,29,12
"(33, 21, 0)",Wha best could help you to improve in coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What ideas have you got on how to improve your wellbeing in hopeful?,0,30,12
"(33, 21, 1)",Wha best could help you to improve in coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,4,31,12
"(33, 21, 2)",Wha best could help you to improve in coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Is there anyone else we need to talk to about this problem?,2,32,12
"(33, 21, 3)",Wha best could help you to improve in coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What is the main threat to your wellbeing in hopeful?,3,33,12
"(33, 21, 4)",Wha best could help you to improve in coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Why have you scored yourself so low in this hopeful?,1,34,12
"(33, 21, 5)",Wha best could help you to improve in coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; If you had a friend that rated them similar in hopeful what strategies would you recommend?,1,35,12
"(34, 19, 0)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What can you do to improve your score in this happy?; What ideas have you got on how to improve your wellbeing in hopeful?,0,36,12
"(34, 19, 1)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What can you do to improve your score in this happy?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,3,37,12
"(34, 19, 2)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What can you do to improve your score in this happy?; Is there anyone else we need to talk to about this problem?,3,38,12
"(34, 19, 3)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What can you do to improve your score in this happy?; What is the main threat to your wellbeing in hopeful?,1,39,12
"(34, 19, 4)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What can you do to improve your score in this happy?; Why have you scored yourself so low in this hopeful?,3,40,12
"(34, 19, 5)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What can you do to improve your score in this happy?; If you had a friend that rated them similar in hopeful what strategies would you recommend?,0,41,12
"(34, 20, 0)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Wha best could help you to improve in happy?; What ideas have you got on how to improve your wellbeing in hopeful?,1,42,12
"(34, 20, 1)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Wha best could help you to improve in happy?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,0,43,12
"(34, 20, 2)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Wha best could help you to improve in happy?; Is there anyone else we need to talk to about this problem?,3,44,12
"(34, 20, 3)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Wha best could help you to improve in happy?; What is the main threat to your wellbeing in hopeful?,1,45,12
"(34, 20, 4)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Wha best could help you to improve in happy?; Why have you scored yourself so low in this hopeful?,2,46,12
"(34, 20, 5)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Wha best could help you to improve in happy?; If you had a friend that rated them similar in hopeful what strategies would you recommend?,2,47,12
"(34, 21, 0)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What ideas have you got on how to improve your wellbeing in hopeful?,2,48,12
"(34, 21, 1)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,1,49,12
"(34, 21, 2)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Is there anyone else we need to talk to about this problem?,2,50,12
"(34, 21, 3)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What is the main threat to your wellbeing in hopeful?,4,51,12
"(34, 21, 4)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Why have you scored yourself so low in this hopeful?,2,52,12
"(34, 21, 5)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; If you had a friend that rated them similar in hopeful what strategies would you recommend?,0,53,12
"(32, 19, 6)",What can you do to improve your score in this coping?; What can you do to improve your score in this happy?; What can you do to improve your score in this hopeful?,3,0,13
"(32, 19, 7)",What can you do to improve your score in this coping?; What can you do to improve your score in this happy?; Wha best could help you to improve in hopeful?,1,1,13
"(32, 19, 8)",What can you do to improve your score in this coping?; What can you do to improve your score in this happy?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,3,2,13
"(32, 20, 6)",What can you do to improve your score in this coping?; Wha best could help you to improve in happy?; What can you do to improve your score in this hopeful?,1,3,13
"(32, 20, 7)",What can you do to improve your score in this coping?; Wha best could help you to improve in happy?; Wha best could help you to improve in hopeful?,1,4,13
"(32, 20, 8)",What can you do to improve your score in this coping?; Wha best could help you to improve in happy?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,3,5,13
"(32, 21, 6)",What can you do to improve your score in this coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What can you do to improve your score in this hopeful?,3,6,13
"(32, 21, 7)",What can you do to improve your score in this coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Wha best could help you to improve in hopeful?,3,7,13
"(32, 21, 8)",What can you do to improve your score in this coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,4,8,13
"(33, 19, 6)",Wha best could help you to improve in coping?; What can you do to improve your score in this happy?; What can you do to improve your score in this hopeful?,1,9,13
"(33, 19, 7)",Wha best could help you to improve in coping?; What can you do to improve your score in this happy?; Wha best could help you to improve in hopeful?,4,10,13
"(33, 19, 8)",Wha best could help you to improve in coping?; What can you do to improve your score in this happy?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,1,11,13
"(33, 20, 6)",Wha best could help you to improve in coping?; Wha best could help you to improve in happy?; What can you do to improve your score in this hopeful?,2,12,13
"(33, 20, 7)",Wha best could help you to improve in coping?; Wha best could help you to improve in happy?; Wha best could help you to improve in hopeful?,2,13,13
"(33, 20, 8)",Wha best could help you to improve in coping?; Wha best could help you to improve in happy?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,1,14,13
"(33, 21, 6)",Wha best could help you to improve in coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What can you do to improve your score in this hopeful?,0,15,13
"(33, 21, 7)",Wha best could help you to improve in coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Wha best could help you to improve in hopeful?,1,16,13
"(33, 21, 8)",Wha best could help you to improve in coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,3,17,13
"(34, 19, 6)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What can you do to improve your score in this happy?; What can you do to improve your score in this hopeful?,3,18,13
"(34, 19, 7)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What can you do to improve your score in this happy?; Wha best could help you to improve in hopeful?,4,19,13
"(34, 19, 8)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What can you do to improve your score in this happy?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,3,20,13
"(34, 20, 6)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Wha best could help you to improve in happy?; What can you do to improve your score in this hopeful?,1,21,13
"(34, 20, 7)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Wha best could help you to improve in happy?; Wha best could help you to improve in hopeful?,4,22,13
"(34, 20, 8)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Wha best could help you to improve in happy?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,4,23,13
"(34, 21, 6)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What can you do to improve your score in this hopeful?,3,24,13
"(34, 21, 7)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Wha best could help you to improve in hopeful?,3,25,13
"(34, 21, 8)",What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,0,26,13
"(32, 19, 9)",What can you do to improve your score in this coping?; What can you do to improve your score in this happy?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,3,0,14
"(32, 19, 10)",What can you do to improve your score in this coping?; What can you do to improve your score in this happy?; How would you like me to help you maintain in hopeful?,1,1,14
"(32, 19, 11)",What can you do to improve your score in this coping?; What can you do to improve your score in this happy?; How can you maintain a high wellbeing score in hopeful?,3,2,14
"(32, 19, 12)",What can you do to improve your score in this coping?; What can you do to improve your score in this happy?; Who could best help you to maintain a high wellbeing score?,1,3,14
"(32, 20, 9)",What can you do to improve your score in this coping?; Wha best could help you to improve in happy?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,1,4,14
"(32, 20, 10)",What can you do to improve your score in this coping?; Wha best could help you to improve in happy?; How would you like me to help you maintain in hopeful?,3,5,14
"(32, 20, 11)",What can you do to improve your score in this coping?; Wha best could help you to improve in happy?; How can you maintain a high wellbeing score in hopeful?,3,6,14
"(32, 20, 12)",What can you do to improve your score in this coping?; Wha best could help you to improve in happy?; Who could best help you to maintain a high wellbeing score?,3,7,14
"(32, 21, 9)",What can you do to improve your score in this coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,4,8,14
"(32, 21, 10)",What can you do to improve your score in this coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; How would you like me to help you maintain in hopeful?,1,9,14
"(32, 21, 11)",What can you do to improve your score in this coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; How can you maintain a high wellbeing score in hopeful?,4,10,14
"(32, 21, 12)",What can you do to improve your score in this coping?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?; Who could best help you to maintain a high wellbeing score?,1,11,14
"(33, 19, 9)",Wha best could help you to improve in coping?; What can you do to improve your score in this happy?; What wellbeing goal can we set for you this week/month? How are you going to get there? How will you know you are on track to reach this goal?,2,12,14
"(33, 19, 10)",Wha best could help you to improve in coping?; What can you do to improve your score in this happy?; How would you like me to help you maintain in hopeful?,2,13,14
"(33, 19, 11)",Wha best could help you to improve in coping?; What can you do to improve your score in this happy?; How can you maintain a high wellbeing score in hopeful?,1,14,14
"(33, 19, 12)",Wha best could help you to improve in coping?; What can you do to improve your score in this happy?; Who could best help you to maintain a high wellbeing score?,0,15,14
